"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2645","Login com sucesso","","Sun Nov 30 18:11:15 BRT 2025","passed","Sun Nov 30 18:11:17 BRT 2025","","Login no SauceDemo","",""
